GeneNames,ExtraTreesClassifier,RandomForestClassifier,AdaBoostClassifier,XGBClassifier,LinearDiscriminantAnalysis,SVC,LassoRegression,RidgeRegression,Average
SRP54,0.2508773018,0.2115393925,0.0,0.0929185152053833,0.4222988512,0.2738109165,0.0147305019,0.2811034932,0.1934098715
ATF6B,0.4032991184,0.2216517723,0.0,0.06699464470148087,0.0689705728,0.2658028763,0.2017968138,0.3167989888,0.1931643484
TXNDC12,0.4998399595,0.2831195938,0.0,0.34067824482917786,0.079584444,0.3050690448,0.0,0.0350921555,0.1929229303
RAB43,0.3380097074,0.0870686691,1.0,0.0,0.0378202374,0.0319278937,0.0,0.0411210629,0.1919934463
TRAPPC6A,0.4724626576,0.030154638,0.0,0.11799044162034988,0.3017836146,0.2832332638,0.0147847349,0.3151378706,0.1919434026
DPM1,0.1162533035,0.4489660076,0.0,0.0,0.2453261218,0.4099189544,0.0220239224,0.2893338918,0.1914777752
PIGF,0.3499299004,0.1364481251,0.0,0.08075816929340363,0.3858587232,0.2916134159,0.0,0.285029024,0.1912046697
ARF1,0.2382883576,0.3296265412,0.0,0.24602068960666656,0.3663675347,0.1330369368,0.0,0.2136352719,0.1908719165
UBA7,0.1712660274,0.0072944738,0.0,0.0029434612952172756,0.20467871,0.4178104622,0.2838277217,0.4382158452,0.1907545877
POMT2,0.5914132077,0.0,0.0,0.042575374245643616,0.3886787751,0.2855417966,0.0,0.2115425239,0.1899689597
DOLK,0.2690582138,0.1880137751,0.0,0.3431547284126282,0.3159406807,0.2410610335,0.0,0.1620424746,0.1899088633
TMED7,0.1777166993,0.0418830206,0.0,0.0,0.3073786936,0.6456744803,0.0215190092,0.3231119189,0.1896604777
SRPRB,0.3272520514,0.2392595728,0.0,0.6879628300666809,0.0493307556,0.2013430696,0.0,0.0101717221,0.1894150002
GBGT1,0.3993433563,0.0366763723,0.0,0.0,0.3235258794,0.3484313959,0.0772987299,0.3251269545,0.188800336
RNF185,0.3822866677,0.1718762285,0.0,0.6612963080406189,0.1744954755,0.0347342312,0.0,0.0821769843,0.1883582369
MAN1B1,0.2066350813,0.259500401,0.0,0.0,0.245386366,0.2363225086,0.2364175466,0.321623338,0.1882356552
DNAJC5B,0.418026065,0.2891684204,0.0,0.0,0.1777013544,0.2729806642,0.0375534038,0.310317351,0.1882184074
GALNT12,0.2990856103,0.0895265331,0.0,0.02538672648370266,0.1299113656,0.349786792,0.2278017882,0.3835759862,0.1881343502
STX16,0.4986570678,0.2319170471,0.0,0.07550711929798126,0.1761252987,0.0850896065,0.0986532684,0.3358996508,0.1877311323
PIGP,0.1248068006,0.3246970406,0.0,0.07322653383016586,0.2895302594,0.3707956475,0.097156547,0.2210345115,0.1876559176
PDIA3,0.55837824,0.154938897,0.0,0.3911549746990204,0.0629963214,0.2178845553,0.0,0.1150686312,0.1875527024
ERN1,0.5383957967,0.4129928286,0.0,0.01640559546649456,0.162079495,0.0855812906,0.0424540824,0.223801119,0.185213776
STX8,0.339252076,0.7373944241,0.0,0.22853896021842957,0.0311315194,0.1265453691,0.0,0.0177921848,0.1850818167
HAS3,0.2659066249,0.3217952389,0.0,0.05356810614466667,0.1783339782,0.2957070415,0.1790344135,0.1857427474,0.1850110188
CAPN2,0.1882508114,0.4495746757,0.0,0.22342857718467712,0.1196593974,0.1512383457,0.1044431585,0.2419287974,0.1848154704
EXOC3,0.3826990638,0.2053536161,0.0,0.04676058888435364,0.4773776483,0.1708463736,0.0013781456,0.1927122863,0.1846409653
APPL2,0.3782379598,0.0,0.0,0.0,0.290494882,0.5264719268,0.0,0.281186524,0.1845489116
DNAJA2,0.1741270969,0.0992372511,0.0,0.019683152437210083,0.3163455252,0.0895856377,0.3414765919,0.4332597267,0.1842143727
STX19,0.3819215751,0.6482886599,0.0,0.26106148958206177,0.0421921573,0.1141357371,0.0,0.0234049845,0.1838755754
SEC63,0.4518682575,0.3349945663,0.0,0.105159692466259,0.2012404081,0.1887490919,0.0,0.1886810031,0.1838366274
POMT1,0.4022042087,0.0613769751,0.0,0.1751389503479004,0.1393154852,0.280873895,0.011457792,0.3993042785,0.1837089481
ARF4,0.3922146269,0.0389297972,0.0,0.46831005811691284,0.3127567419,0.2095893287,0.0,0.0460298471,0.1834788
MAN2A2,0.2822753518,0.1467556037,0.0,0.053964000195264816,0.2246046727,0.3528960443,0.1105725812,0.2904890505,0.182694663
ARAP2,0.0803789483,0.0352778462,0.0,0.346903920173645,0.2338041784,0.3333348879,0.1386325605,0.2909715855,0.1824129909
UBE2D3,0.1515616055,0.2892248036,0.0,0.1100504994392395,0.2703151347,0.4403276399,0.0,0.1972097394,0.1823361778
MGAT3,0.5648197362,0.1790020744,0.0,0.011482590809464455,0.1945262244,0.044914378,0.1878744142,0.2739552182,0.1820718295
INPP5E,0.1272233226,0.4373045138,0.0,0.0,0.2654314951,0.3324250223,0.0,0.2933127567,0.1819621388
EIF2AK4,0.659909783,0.0270426492,0.0,0.0,0.0838895473,0.3165906301,0.0925527409,0.2609623188,0.1801184587
SEC31B,0.5217109437,0.2074690562,0.0,0.010223207995295525,0.1973140509,0.3735502083,0.0,0.1261787395,0.1795557758
DNAJC3,0.3490994064,0.1607900612,0.0,0.0,0.2040077175,0.400916779,0.0,0.3083354911,0.1778936819
DNAJC6,0.428420225,0.0741132444,0.0,0.6313123106956482,0.0797755621,0.0872228987,0.0,0.1176431709,0.1773109265
PIGV,0.7290943773,0.4189777156,0.0,0.03552098572254181,0.1578628058,4.54752e-05,0.0,0.0749731085,0.1770593085
UBQLN4,0.5346349587,0.1625082725,0.0,0.3453308939933777,0.1300460231,0.1490360878,0.0,0.092857588,0.176801728
GIT2,0.085033335,0.0,0.0,0.0,0.3769003896,0.4107489436,0.1690092319,0.3676070221,0.1761623653
COPE,0.1312922754,0.2440380166,0.0,0.0,0.2472401499,0.321545595,0.1434735403,0.3188772234,0.1758083501
STX11,0.178957319,0.6250396211,0.0,0.26532891392707825,0.0431878871,0.2133688764,0.0,0.0668795495,0.1740952709
AP1S1,0.4730610568,0.221624601,0.0,0.0,0.2471885603,0.3154669996,0.0,0.1353376871,0.1740848631
