GeneNames,ExtraTreesClassifier,RandomForestClassifier,AdaBoostClassifier,XGBClassifier,LinearDiscriminantAnalysis,SVC,LassoRegression,RidgeRegression,Average
ALG14,0.0404489562,0.1972186632,0.0,0.0,0.30986491,0.2511609569,0.0,0.1732196316,0.1214891397
RAB27B,0.0718735112,0.1014912707,0.0,0.08966267853975296,0.0352443944,0.1858580068,0.2129715066,0.272970251,0.1212589524
B3GNTL1,0.0768508651,0.0,0.0,0.0,0.2168919768,0.3700789755,0.0283609629,0.2767603576,0.1211178922
HERPUD1,0.1935090052,0.5043876629,0.0,0.011946332640945911,0.0396162675,0.1870331327,0.0,0.032115048,0.1210759311
SEC24C,0.0644917071,0.0091673947,0.0,0.0,0.0798266586,0.225194957,0.2812072736,0.3083965318,0.1210355654
ARF3,0.2366659265,0.0320664566,0.0,0.026112766936421394,0.2838359143,0.1851732847,0.0127313663,0.1881998447,0.120598195
RAB33B,0.0021930831,0.0430391199,0.0,0.0,0.1485278851,0.4851491314,0.0,0.283197507,0.1202633408
AGR2,0.1179906711,0.0576891511,0.0,0.0,0.0663280457,0.2260569475,0.2323595087,0.2541358855,0.1193200262
DNAJC6,0.1809071822,0.0941958173,0.0,0.0,0.1867704831,0.3438196985,0.0,0.1398886843,0.1181977332
TRAPPC6B,0.0740758223,0.0904539657,0.0,0.0,0.0910206296,0.3281431224,0.0812080013,0.2805985133,0.1181875068
WFS1,0.2594478854,0.0738020157,0.0,0.07103265821933746,0.0881302111,0.3293547676,0.0,0.1127717553,0.1168174117
EVI5,0.095743031,0.0,0.0,0.0,0.2377672188,0.4206032682,0.0,0.1770108966,0.1163905518
UBE2J1,0.0583181078,0.0,0.0,0.0,0.2377790509,0.3557957765,0.0510763403,0.2273815199,0.1162938494
SEC31B,0.0516941017,0.0216481106,0.0,0.0,0.1547435859,0.2921452583,0.1389207775,0.2684281503,0.115947498
DNAJB9,0.2347193674,0.0208309727,0.0,0.006244317628443241,0.1206532085,0.2167515288,0.0669620926,0.2570700918,0.1154039474
